1,15.52
2,28.77
3,18.95
4,17.47
5,26.02
6,26.18
7,20.23
8,22.96
9,20.85
10,27.27
11,19.6
12,17.7
13,14.36
14,24.49
15,16.45
16,20.14
17,17.62
18,13.7
19,12.66
20,13.8
21,15.16
22,12.77
23,13.12
24,14.36
25,15.97
26,14.78
27,13.26
28,13.3
29,12.86
30,12.8
31,13.37
32,14.38
33,14.16
34,13.91
35,14.04
36,14.31
37,14.03
38,13.36
39,13.22
40,13.37
41,13.37
42,13.37
43,13.43
44,13.16
45,12.95
46,12.91
47,13.14
48,13.58
49,13.53
50,13.97
51,13.92
52,13.88
53,13.73
54,13.74
55,13.73
56,13.7
57,14.11
58,14.18
59,14.3
60,14.06
61,13.83
62,14.18
63,14.07
64,13.72
65,13
66,12.66
67,12.36
68,12.16
69,11.77
70,11.36
71,11.43
72,11.49
73,12.22
74,12.56
75,12.67
76,12.47
77,12.83
78,13.74
79,13.84
80,13.39
81,12.7
82,12.42
83,12.35
84,12.58
85,13.17
86,13.41
87,12.99
88,12.42
89,11.96
90,11.21
91,10.89
92,11.53
93,11.92
94,11.5
95,11.33
96,11.31
97,11.29
98,11.55
99,12.6
100,13.48
101,13.63
102,13.57
103,13.4
104,13.23
105,13
106,12.81
107,12.75
108,12.84
109,12.72
110,12.86
111,12.77
112,12.85
113,12.86
114,12.78
115,12.94
116,12.72
117,12.59
118,12.34
119,12.31
120,12.38
121,12.27
122,12.28
123,13.67
124,11.72
125,13.28
126,11.76
127,10.76
128,11
129,11.48
130,11.1
131,11.12
132,11.12
133,12.39
134,11.32
135,11.08
136,11.11
137,11
138,11.51
139,11.1
140,11.03
141,11.55
142,11.37
143,11.41
144,11.53
145,11.7
146,11.95
147,11.89
148,11.96
149,12.04
150,12.06
151,12.03
152,12.42
153,11.69
154,12.38
155,11.69
156,12.52
157,10.85
158,11.99
159,10.64
160,10.71
161,10.69
162,11.06
163,10.69
164,2.97
165,10.89
166,10.28
167,10.19
168,10.93
169,10.03
170,9.79
171,10.04
172,10.27
173,10.08
174,10.3
175,10.53
176,10.67
177,10.59
178,10.76
179,10.68
180,10.49
181,10.29
182,9.88
183,9.38
184,10.06
185,10.73
186,10.46
187,10.48
