1,7.42
2,7.51
3,7.58
4,7.53
5,7.65
6,7.73
7,7.72
8,7.73
9,7.8
10,7.9
11,7.94
12,7.92
13,7.93
14,7.9
15,7.86
16,7.99
17,7.98
18,7.97
19,7.95
20,7.94
21,7.93
22,7.93
23,7.96
24,7.98
25,8.03
26,8.15
27,8.3
28,8.34
29,8.32
30,8.49
31,8.67
32,8.77
33,8.77
34,8.75
35,8.79
36,8.82
37,8.81
38,8.7
39,8.76
40,8.81
41,8.72
42,8.66
43,8.65
44,8.61
45,8.59
46,8.59
47,8.68
48,8.79
49,8.81
50,8.88
51,8.83
52,8.81
53,8.79
54,8.77
55,8.77
56,8.77
57,8.84
58,8.83
59,8.79
60,8.75
61,8.77
62,8.81
63,8.79
64,8.75
65,8.66
66,8.61
67,8.58
68,8.56
69,8.53
70,8.47
71,8.5
72,8.51
73,8.6
74,8.65
75,8.64
76,8.63
77,8.7
78,8.79
79,8.81
80,8.73
81,8.68
82,8.63
83,8.59
84,8.65
85,8.75
86,8.74
87,8.68
88,8.6
89,8.56
90,8.43
91,8.41
92,8.57
93,8.58
94,8.5
95,8.47
96,8.48
97,8.48
98,8.57
99,8.65
100,8.74
101,8.76
102,8.76
103,8.74
104,8.72
105,8.69
106,8.67
107,8.67
108,8.68
109,8.68
110,8.66
111,8.65
112,8.67
113,8.68
114,8.67
115,8.67
116,8.65
117,8.64
118,8.62
119,8.58
120,8.58
121,8.61
122,8.61
123,8.61
124,8.61
125,8.62
126,8.63
127,8.61
128,8.62
129,8.63
130,8.63
131,8.63
132,8.63
133,8.62
134,8.61
135,8.6
136,8.52
137,8.55
138,8.6
139,8.61
140,8.47
141,8.35
142,8.43
143,8.68
144,8.52
145,8.48
146,8.37
147,8.49
148,8.51
149,8.49
150,8.4
151,8.41
152,8.35
153,8.39
154,8.32
155,8.3
156,8.32
157,8.37
158,8.46
159,8.43
160,8.39
161,8.37
162,8.39
163,8.53
164,5.54
165,8.52
166,8.49
167,5.23
168,8.22
169,8.25
170,8.28
171,8.41
172,8.49
173,8.43
174,8.52
175,8.53
176,8.52
177,8.53
178,8.52
179,8.53
180,8.49
181,8.47
182,8.42
183,8.37
184,8.53
185,8.58
186,8.57
187,8.56
188,8.44
189,8.37
190,8.38
191,8.37
192,8.37
193,8.33
194,8.36
195,8.31
196,8.45
197,8.47
198,8.46
199,8.46
200,8.5
201,8.5
202,8.5
203,8.49
204,8.48
205,8.42
206,8.43
207,8.42
208,8.42
209,8.43
210,8.44
211,8.44
212,8.43
213,8.44
214,8.44
215,8.44
216,8.43
217,8.37
218,8.35
219,8.32
220,8.29
221,8.25
222,8.34
223,8.39
224,8.4
225,8.4
226,8.39
227,8.39
228,8.38
229,8.37
230,8.37
231,8.37
232,8.35
233,8.34
234,8.32
235,8.28
236,8.27
237,8.24
238,8.25
239,8.25
240,8.25
241,8.25
242,8.24
243,8.23
244,8.23
245,8.22
246,8.21
247,8.2
248,8.19
249,8.19
250,8.19
251,8.2
252,8.23
253,8.29
254,8.28
255,8.26
256,8.29
257,8.3
258,8.31
259,8.32
260,8.15
261,7.95
262,7.87
263,7.73
264,8.17
265,7.41
266,7.52
267,7.7
268,7.46
269,7.38
270,7.26
271,7.19
272,7.04
273,8
274,7.06
275,7.01
276,7.04
277,7.04
278,7.97
279,7.3
280,7.2
281,7.23
282,7.19
283,7.18
284,7.01
285,7.16
286,7.16
287,7.2
288,7.39
289,7.73
290,7.68
291,7.56
292,7.45
293,7.41
294,7.48
295,7.57
296,7.8
297,7.84
298,7.84
299,7.8
300,7.9
301,7.85
302,7.91
303,8.01
304,7.95
305,7.72
306,7.95
307,7.97
308,7.81
309,7.6
310,7.15
311,7.02
312,7.26
313,7.43
314,7.77
315,8.06
316,8.14
317,8.5
318,8.61
319,8.67
320,8.68
321,8.62
322,8.57
323,8.73
324,8.75
325,8.74
326,8.74
327,8.73
328,8.73
329,8.71
330,8.72
331,8.72
332,8.69
333,8.64
334,8.62
335,8.6
336,8.59
337,8.74
338,8.76
339,8.74
340,8.72
341,8.71
342,8.67
343,8.66
344,8.65
345,8.63
346,8.62
347,8.6
348,8.49
349,8.51
350,8.5
351,8.48
352,8.48
353,8.42
354,8.4
355,8.43
356,8.47
357,8.45
358,8.4
359,8.37
360,8.36
361,8.39
362,8.39
363,8.4
364,8.39
365,8.38
366,8.37
367,8.4
368,8.39
369,8.39
370,8.39
371,8.37
372,8.4
373,8.42
374,8.45
375,8.44
376,8.42
377,8.38
378,8.36
379,8.36
380,8.35
381,8.34
382,8.33
383,8.36
384,8.37
385,8.39
386,8.4
387,8.39
388,8.33
389,8.32
390,8.33
391,8.34
392,8.35
393,8.31
394,8.26
395,8.31
396,8.33
397,8.33
398,8.32
399,8.31
400,8.35
401,8.37
402,8.36
403,8.36
404,8.35
405,8.38
406,8.38
407,8.38
408,8.38
409,8.37
410,8.36
411,8.35
412,8.34
413,8.29
414,8.25
415,8.08
416,7.83
417,7.55
418,7.36
419,7.33
420,7.29
421,7.36
422,7.15
423,7.12
424,7.17
425,7.17
426,7.31
427,7.44
428,7.67
429,7.78
430,7.58
431,7.74
432,7.67
433,7.44
434,7.43
435,7.23
436,7.27
437,7.53
438,7.64
439,7.67
440,7.91
441,7.99
442,8.13
443,8.17
444,8.19
445,8.32
446,8.35
447,8.27
448,8.05
449,7.79
450,7.87
451,7.98
452,8.11
453,8.14
454,8.15
455,8.12
456,8.17
457,8.11
458,8.1
459,8.13
460,8.17
461,8.14
462,8.28
463,8.41
464,8.44
465,8.32
466,8.22
467,8.29
468,8.34
469,8.36
470,8.38
471,8.37
472,8.34
473,8.31
474,8.3
475,8.28
476,8.26
477,8.22
478,8.18
479,8.14
480,8.1
481,8.17
482,8.25
483,8.27
484,8.3
485,8.29
486,8.29
487,8.31
488,8.3
489,8.31
490,8.31
491,8.3
492,8.29
493,8.29
494,8.28
495,8.27
496,8.26
497,8.24
498,8.22
499,8.22
500,8.23
501,8.22
502,8.21
503,8.21
504,8.22
505,8.21
506,8.21
507,8.21
508,8.18
509,8.16
510,8.14
511,8.13
512,8.14
513,8.14
514,8.14
515,8.15
516,8.16
517,8.15
518,8.15
519,8.14
520,8.13
521,8.12
522,8.12
523,8.12
524,8.09
525,8.14
526,8.14
527,8.13
528,8.13
529,8.12
530,8.12
531,8.13
532,8.12
533,8.11
534,8.1
535,8.08
536,8.09
537,8.08
538,8.06
539,8.07
540,8.05
541,8.13
542,8.11
543,8.13
544,8.16
545,8.18
546,8.21
547,8.22
548,8.22
549,8.2
550,8.2
551,8.19
552,8.19
553,7.96
554,7.93
555,7.97
556,7.92
557,7.75
558,7.69
559,7.7
560,7.48
561,7.33
562,7.22
563,7.42
564,7.44
565,7.41
566,7.07
567,7.93
568,7.11
569,7.15
570,7.19
571,7.22
572,7.25
573,7.26
574,7.31
575,7.25
576,7.3
577,7.24
578,7.21
579,7.22
580,7.25
581,7.28
582,7.37
583,7.42
584,7.49
585,7.65
586,7.68
587,7.71
588,8.19
589,8.27
590,8.39
591,8.36
592,8.3
593,8.21
594,7.97
595,7.54
596,7.68
597,7.66
598,7.87
599,7.59
600,7.48
601,7.58
602,7.88
603,8.16
604,8.33
605,8.52
606,8.57
607,8.36
608,8.26
609,8.25
610,8.23
611,8.27
612,8.36
613,8.38
614,8.36
615,8.24
616,8.23
617,8.24
618,8.27
619,8.28
620,8.29
621,8.32
622,8.37
623,8.46
624,8.49
625,8.51
626,8.54
627,8.52
628,8.52
629,8.49
630,8.47
631,8.43
632,8.43
633,8.41
634,8.41
635,8.39
636,8.37
637,8.36
638,8.35
639,8.35
640,8.33
641,8.31
642,8.3
643,8.29
644,8.27
645,8.26
646,8.26
647,8.25
648,8.25
649,8.24
650,8.24
651,8.25
652,8.26
653,8.27
654,8.29
655,8.29
656,8.27
657,8.29
658,8.27
659,8.23
660,8.2
661,8.18
662,8.17
663,8.18
664,8.22
665,8.21
666,8.2
667,8.19
668,8.16
669,8.15
670,8.2
671,8.18
672,8.19
673,8.21
674,8.21
675,8.23
676,8.22
677,8.22
678,8.19
679,8.16
680,8.14
681,8.12
682,8.11
683,8.1
684,8.09
685,8.1
686,8.09
687,8.12
688,8.14
689,7.84
690,7.66
691,7.94
692,7.78
693,7.61
694,7.17
695,7.03
696,7.04
697,7.07
698,7.16
699,7.22
700,7.19
701,7.28
702,7.19
703,7.21
704,7.22
705,7.32
706,7.56
707,7.48
708,7.42
709,7.52
710,7.49
711,7.5
712,7.62
713,7.62
714,7.61
715,7.7
716,7.74
717,7.84
718,7.76
719,7.71
720,7.78
721,7.71
722,7.86
723,7.72
724,7.71
725,7.65
726,7.78
727,7.84
728,7.83
729,7.82
730,7.8
731,7.91
732,8.05
733,7.99
734,8.03
735,7.93
736,8
737,8.27
738,8.31
739,8.42
740,8.58
741,8.66
742,8.56
743,8.54
744,8.73
745,8.72
746,8.74
747,8.72
748,8.59
749,8.61
750,8.63
751,8.61
752,8.71
753,8.74
754,8.76
755,8.71
756,8.67
757,8.68
758,8.58
759,8.49
760,8.38
761,8.39
762,8.41
763,8.51
764,8.53
765,8.55
766,8.57
767,8.41
768,8.62
769,8.62
770,8.61
771,8.56
772,8.55
773,8.59
774,8.58
775,8.57
776,8.39
777,8.23
778,8.38
779,8.41
780,8.38
781,8.35
782,8.34
783,8.36
784,8.4
785,8.43
786,8.45
787,8.45
788,8.46
789,8.47
790,8.48
791,8.51
792,8.49
793,8.49
794,8.45
795,8.49
796,8.46
797,8.44
798,8.4
799,8.38
800,8.32
801,8.29
802,8.29
803,8.3
804,8.29
805,8.28
806,8.27
807,8.25
808,8.32
809,8.4
810,8.45
811,8.47
812,8.49
813,8.48
814,8.46
815,8.42
816,8.37
817,8.34
818,8.3
819,8.27
820,8.3
821,8.27
822,8.23
823,8.2
824,8.17
825,8.29
826,8.27
827,8.23
828,8.24
829,8.25
830,8.22
831,8.26
832,8.3
833,8.32
834,8.34
835,8.34
836,8.4
837,8.39
838,8.38
839,8.36
840,8.35
841,8.36
842,8.35
843,8.34
844,8.34
